Datetime_hour,Gen.P48 Fotovoltaica,MD,IDA1,IDA2,Gen.P48 Eolica,Interconexiones P48,Demanda P48,Gen.P48 Total
2024-03-24 23:00:00,2.4,35.0,20.0,23.0,5916.2,-1200.0,21473.8,23650.8
2024-03-25 00:00:00,2.3,30.0,15.0,18.95,5411.2,-1617.1,20481.5,23057.5
2024-03-25 01:00:00,1.9,28.26,13.26,16.6,5099.5,-1502.7,19856.6,22114.4
2024-03-25 02:00:00,2.2,30.5,15.5,15.5,4961.6,-1428.0,19650.4,21958.4
2024-03-25 03:00:00,2.0,28.35,13.35,14.0,4888.0,-1256.0,19607.3,21868.3
2024-03-25 04:00:00,2.0,34.47,19.47,19.47,4989.8,-538.6,20761.2,22404.8
2024-03-25 05:00:00,4.2,35.0,20.0,20.1,5419.3,95.0,23746.6,24607.6
2024-03-25 06:00:00,248.4,75.75,65.75,57.75,5327.8,682.0,26127.6,25478.1
2024-03-25 07:00:00,1530.9,59.0,55.0,49.0,5768.7,455.0,27534.2,27152.2
2024-03-25 08:00:00,3403.9,35.0,35.0,27.62,6385.1,684.0,29059.7,29475.3
2024-03-25 09:00:00,4889.7,20.0,16.75,15.82,7328.1,434.0,29527.8,30733.3
2024-03-25 10:00:00,5918.4,13.3,9.7,13.3,8242.5,347.0,29694.9,30933.6
2024-03-25 11:00:00,6756.9,12.21,2.79,8.21,8909.1,-189.6,29892.2,31102.1
2024-03-25 12:00:00,7110.4,4.0,0.0,4.0,9374.4,-224.6,30196.2,31385.0
2024-03-25 13:00:00,7297.6,3.2,1.21,3.2,10131.0,-867.8,30077.9,32630.7
2024-03-25 14:00:00,7521.8,2.1,0.03,3.2,10220.0,-693.3,29461.8,32573.6
2024-03-25 15:00:00,6955.8,3.12,1.05,3.2,10508.8,-833.6,29010.7,32407.3
2024-03-25 16:00:00,4941.1,3.2,3.2,6.0,10810.6,-820.6,28792.4,31946.4
2024-03-25 17:00:00,2250.6,3.2,4.2,12.1,10565.0,-421.5,28677.6,31059.1
2024-03-25 18:00:00,316.3,20.02,10.5,15.58,10981.5,54.0,30446.9,31537.4
2024-03-25 19:00:00,20.3,35.0,33.0,31.05,10818.3,804.2,31684.1,31968.8
2024-03-25 20:00:00,17.1,29.11,15.11,20.11,10316.6,196.3,30618.5,30576.2
2024-03-25 21:00:00,15.5,17.2,9.7,15.58,10598.4,-1422.6,27958.2,30596.2
2024-03-25 22:00:00,15.2,12.9,8.0,14.0,10407.8,-1810.6,25466.2,29100.8
2024-03-25 23:00:00,6.9,3.2,2.77,3.2,10388.9,-2222.3,24106.2,27906.1
2024-03-26 00:00:00,6.9,3.19,3.03,3.2,9602.2,-2868.1,22877.6,27415.8
2024-03-26 01:00:00,6.9,1.54,0.6,3.2,10583.8,-3211.5,21855.6,27097.4
2024-03-26 02:00:00,7.5,1.0,0.01,3.2,10922.7,-3824.7,21458.8,27424.7
2024-03-26 03:00:00,7.3,0.98,-0.02,3.01,10841.5,-3410.1,21501.4,27193.0
2024-03-26 04:00:00,7.1,0.98,0.98,3.2,11076.2,-3252.8,22118.5,27845.8
2024-03-26 05:00:00,11.4,3.2,3.05,3.2,11398.6,-1843.2,24272.8,27986.0
2024-03-26 06:00:00,625.5,4.0,4.0,4.01,11364.2,-885.1,26607.7,29620.8
2024-03-26 07:00:00,4088.9,3.2,3.19,3.2,10882.3,-1210.1,28347.4,31831.9
2024-03-26 08:00:00,8649.3,1.2,0.6,3.2,10391.0,-2476.6,29034.6,34584.0
2024-03-26 09:00:00,11479.1,0.2,0.2,0.43,9313.8,-3118.7,28890.5,34768.4
2024-03-26 10:00:00,12603.3,0.0,-1.1,0.0,10332.9,-5036.0,28740.5,37026.3
2024-03-26 11:00:00,12816.5,0.0,-2.0,0.0,10766.8,-4589.7,28914.1,37699.8
2024-03-26 12:00:00,12839.2,0.0,-2.0,-0.01,10780.7,-4687.6,29067.4,37425.8
2024-03-26 13:00:00,11851.2,0.0,-2.0,-0.01,12477.3,-5327.6,29090.4,37969.8
2024-03-26 14:00:00,10856.7,0.0,-2.0,-0.01,12212.0,-5402.5,27890.4,36477.4
2024-03-26 15:00:00,9058.0,0.0,-2.0,0.0,13042.2,-4523.1,28427.4,35812.5
2024-03-26 16:00:00,6154.6,0.55,0.1,3.0,12917.2,-2512.6,28639.5,33736.0
2024-03-26 17:00:00,2423.3,2.0,1.1,3.01,12021.6,-1471.6,28915.9,32624.6
2024-03-26 18:00:00,292.8,5.0,4.01,5.0,13301.8,-1163.0,31504.1,33903.6
2024-03-26 19:00:00,19.2,14.0,12.0,12.99,13674.5,-465.0,33029.4,35095.4
2024-03-26 20:00:00,17.5,7.5,5.55,7.01,13447.6,-813.0,31939.7,34614.7
2024-03-26 21:00:00,17.0,3.2,1.0,3.2,13152.3,-909.0,29136.7,32333.7
2024-03-26 22:00:00,16.6,1.69,0.06,3.2,13404.1,-1414.9,26809.4,30482.3
2024-03-26 23:00:00,14.4,3.2,3.01,3.05,13224.1,-1274.1,24861.1,27972.5
2024-03-27 00:00:00,8.3,0.57,0.01,3.01,13302.7,-1368.6,23239.6,26431.2
2024-03-27 01:00:00,8.2,0.01,-1.24,1.68,12861.6,-1516.1,22343.8,25685.2
2024-03-27 02:00:00,8.3,0.0,-2.0,0.0,13176.5,-2472.3,21677.3,25925.6
2024-03-27 03:00:00,8.1,0.0,-2.0,0.0,12886.2,-2359.3,21467.1,25583.9
2024-03-27 04:00:00,8.1,0.0,-2.0,0.0,13550.7,-2192.4,22097.2,26374.6
2024-03-27 05:00:00,12.3,0.1,0.0,2.51,14258.3,-664.0,24407.7,27307.2
2024-03-27 06:00:00,621.6,0.54,2.01,3.2,15063.4,-36.9,26875.3,29873.8
2024-03-27 07:00:00,2957.6,0.43,1.68,3.2,14540.2,-513.4,28272.2,31793.6
2024-03-27 08:00:00,5426.2,0.13,0.08,0.43,14277.1,-1773.3,28883.3,32896.0
2024-03-27 09:00:00,7296.4,0.0,-1.25,0.0,14045.7,-3061.3,28748.1,34548.0
2024-03-27 10:00:00,8332.8,0.0,-0.5,0.0,13369.4,-4097.3,28470.6,34933.9
2024-03-27 11:00:00,8695.8,0.0,-0.01,0.0,13124.4,-4340.9,28376.0,35079.7
2024-03-27 12:00:00,8774.0,0.0,0.0,0.0,12512.0,-4317.6,28591.4,34517.3
2024-03-27 13:00:00,8445.1,0.0,0.0,0.0,12765.5,-4508.7,28152.9,34415.7
2024-03-27 14:00:00,7584.0,0.0,0.0,0.0,12483.9,-3784.7,27635.0,33236.2
2024-03-27 15:00:00,6689.9,0.0,0.0,0.0,14833.4,-3312.2,27678.8,34641.0
2024-03-27 16:00:00,4327.2,0.0,0.01,0.43,16791.0,-2766.3,28302.6,34727.9
2024-03-27 17:00:00,1594.8,0.43,0.43,3.19,16617.1,-778.5,28704.4,32316.9
2024-03-27 18:00:00,226.9,3.17,3.16,3.2,15899.7,-277.6,30302.3,31728.9
2024-03-27 19:00:00,31.1,3.2,3.19,3.2,17432.3,-711.4,31405.8,34366.2
2024-03-27 20:00:00,30.0,3.2,3.19,3.2,17249.0,-1072.3,30569.1,33481.7
2024-03-27 21:00:00,30.1,3.02,3.0,3.19,17146.3,-1238.6,27924.0,31546.6
2024-03-27 22:00:00,22.4,0.12,-1.1,1.17,16965.4,-2768.2,25373.8,30794.2
2024-03-27 23:00:00,1.6,0.4,1.24,-0.1,14504.7,-3225.4,23539.7,29120.7
2024-03-28 00:00:00,1.4,0.0,0.04,-1.0,14012.7,-4306.2,21938.8,28580.1
2024-03-28 01:00:00,1.2,0.0,0.0,-2.0,13565.4,-4295.4,20660.2,27147.4
2024-03-28 02:00:00,9.7,0.0,0.0,-2.0,13394.2,-4480.5,20204.6,26939.2
2024-03-28 03:00:00,1.1,0.0,0.0,-2.0,13126.2,-4373.7,19922.3,26803.0
2024-03-28 04:00:00,1.6,0.0,0.0,-2.0,12488.8,-4140.4,20205.5,26971.2
2024-03-28 05:00:00,10.9,0.02,0.38,-1.0,12418.1,-2714.3,21133.6,26623.5
2024-03-28 06:00:00,580.3,0.34,1.54,-0.1,11699.9,-2290.7,21893.2,26514.5
2024-03-28 07:00:00,2859.0,0.19,0.43,0.01,10208.1,-2385.3,22405.8,26444.0
2024-03-28 08:00:00,5549.2,0.0,0.38,0.0,9964.6,-3219.7,23450.6,28648.3
2024-03-28 09:00:00,7278.2,0.0,0.0,0.0,9951.1,-3980.7,24030.3,30291.7
2024-03-28 10:00:00,8381.5,0.0,0.0,0.0,10224.8,-5162.0,24278.3,31742.8
2024-03-28 11:00:00,8825.5,0.0,0.0,0.0,10026.4,-5339.8,24223.5,32051.0
2024-03-28 12:00:00,8547.6,0.0,0.0,0.0,9687.8,-4087.5,24648.2,31297.1
2024-03-28 13:00:00,8311.8,0.0,0.0,0.0,10307.4,-4189.2,24798.2,31560.8
2024-03-28 14:00:00,7737.6,0.0,0.0,-0.01,10728.9,-5232.0,23832.5,31491.9
2024-03-28 15:00:00,6332.3,0.0,0.0,0.0,10858.3,-4599.8,23432.2,30132.9
2024-03-28 16:00:00,4321.2,0.02,0.54,0.02,11930.1,-3316.7,23576.1,29508.3
2024-03-28 17:00:00,1677.5,0.6,2.15,2.02,13244.4,-946.7,24969.6,28484.8
2024-03-28 18:00:00,195.2,3.2,3.2,3.2,15046.1,-1082.5,26705.8,29836.4
2024-03-28 19:00:00,21.6,3.2,3.2,3.01,14751.4,-884.0,27787.2,30324.3
2024-03-28 20:00:00,21.7,3.2,3.2,3.15,15218.3,-1454.2,27742.0,31265.3
2024-03-28 21:00:00,21.0,3.2,3.2,3.19,14238.6,-1995.5,25662.6,29810.0
2024-03-28 22:00:00,16.0,1.47,1.55,1.68,12482.4,-2085.5,23525.6,27763.2
2024-03-28 23:00:00,6.4,2.0,0.0,1.55,13750.8,-2992.5,22226.1,27533.5
2024-03-29 00:00:00,6.2,0.58,-0.01,1.0,13126.1,-3282.4,20621.4,26761.3
2024-03-29 01:00:00,6.2,0.52,-0.79,0.78,11950.3,-3273.6,19437.2,25602.3
2024-03-29 02:00:00,6.0,0.5,-0.89,0.73,12013.2,-3656.9,18854.6,25680.0
2024-03-29 03:00:00,6.0,0.57,-0.79,0.68,11478.2,-3352.0,18625.9,25212.4
2024-03-29 04:00:00,6.0,1.0,-1.5,0.0,10742.4,-2718.9,18703.0,24463.4
2024-03-29 05:00:00,12.9,2.0,-0.01,0.0,9835.7,-2239.6,19425.2,24153.3
2024-03-29 06:00:00,548.2,3.1,0.45,2.35,9244.3,-2119.9,19408.5,24264.9
2024-03-29 07:00:00,2478.9,1.47,0.0,0.0,8208.8,-2748.5,20024.6,25235.6
2024-03-29 08:00:00,4612.4,1.0,-0.4,0.82,8793.1,-3478.5,21275.4,27742.8
2024-03-29 09:00:00,6250.1,0.9,0.0,1.0,8923.4,-3046.7,22407.8,28977.2
2024-03-29 10:00:00,7470.0,0.77,0.0,1.0,8448.1,-3380.3,22877.0,29616.2
2024-03-29 11:00:00,7995.1,0.53,0.0,1.0,7813.7,-3064.4,23054.1,29546.5
2024-03-29 12:00:00,8455.8,0.5,-0.53,1.0,7606.6,-4211.0,23219.3,29619.2
2024-03-29 13:00:00,8282.3,0.47,-0.53,1.0,7458.8,-3965.2,23189.8,29144.1
2024-03-29 14:00:00,8212.6,0.4,-0.79,0.43,7481.7,-4562.8,22082.4,29097.3
2024-03-29 15:00:00,7783.4,0.4,-0.79,0.36,7589.8,-5103.0,21931.5,29289.1
2024-03-29 16:00:00,5834.2,0.5,-0.53,0.15,8271.6,-5074.9,21831.6,28643.2
2024-03-29 17:00:00,2819.8,3.2,0.4,2.45,9939.4,-2611.1,22977.2,28927.8
2024-03-29 18:00:00,415.3,6.82,5.42,5.57,10779.0,-1353.0,24506.8,28886.2
2024-03-29 19:00:00,21.5,17.47,17.46,15.32,10031.0,-1401.0,26401.7,30064.0
2024-03-29 20:00:00,18.5,21.42,21.42,20.17,9721.9,-1127.0,26469.4,30235.7
2024-03-29 21:00:00,12.1,16.0,11.69,10.0,8829.3,-817.0,25017.6,28427.4
2024-03-29 22:00:00,17.3,15.14,10.14,10.0,7897.3,-595.0,23151.6,26566.3
2024-03-29 23:00:00,6.4,10.6,0.0,0.0,6862.0,10.8,21652.2,24234.2
2024-03-30 00:00:00,6.2,6.66,0.0,-0.01,6707.5,-774.3,20256.2,23633.2
2024-03-30 01:00:00,6.1,4.91,-0.05,-0.05,6568.2,-992.8,19224.6,22746.2
2024-03-30 02:00:00,6.0,3.2,-0.05,0.0,6471.6,-1377.2,18491.6,22593.6
2024-03-30 03:00:00,6.0,3.2,-0.05,0.0,5897.8,-1202.5,18301.3,21828.6
2024-03-30 04:00:00,5.9,4.0,-1.0,1.0,5796.0,-1032.6,18240.8,21553.2
2024-03-30 05:00:00,18.6,6.0,-0.05,-1.5,5774.1,-107.7,19005.5,21541.5
2024-03-30 06:00:00,705.1,5.04,-0.05,-1.5,5969.3,-89.0,19618.8,22553.4
2024-03-30 07:00:00,3701.2,3.2,0.0,0.0,5826.6,-1122.2,20486.7,24854.0
2024-03-30 08:00:00,6274.2,1.0,0.0,1.0,5599.8,-1822.3,21522.5,26422.4
2024-03-30 09:00:00,8070.4,0.58,0.0,0.99,6761.6,-3017.0,22439.3,28646.1
2024-03-30 10:00:00,8619.0,0.43,-1.0,0.43,7163.3,-3475.2,22713.0,29545.1
2024-03-30 11:00:00,8607.6,0.43,-1.0,0.43,7179.2,-3101.1,23066.4,29535.8
2024-03-30 12:00:00,8354.6,0.43,-0.99,0.43,7759.8,-2701.3,23477.2,29912.5
2024-03-30 13:00:00,8329.0,0.43,-0.99,0.43,8302.6,-3004.9,23896.8,30472.5
2024-03-30 14:00:00,7408.5,0.43,-1.0,0.43,7954.7,-3108.5,23609.6,29225.0
2024-03-30 15:00:00,6201.8,0.5,-0.99,0.5,8529.9,-2777.2,23210.0,28821.0
2024-03-30 16:00:00,4295.5,1.47,0.0,1.0,7993.0,-2135.3,23583.2,27124.0
2024-03-30 17:00:00,1997.4,3.5,3.49,4.0,9075.0,-1279.5,24620.7,27456.5
2024-03-30 18:00:00,343.4,9.36,8.16,6.0,10054.2,-565.3,26206.3,28902.4
2024-03-30 19:00:00,20.0,16.7,15.7,16.7,10892.2,-606.8,27680.8,30287.2
2024-03-30 20:00:00,13.4,16.27,15.27,16.27,11367.4,-818.6,27501.5,30043.2
2024-03-30 21:00:00,12.6,6.66,2.03,6.0,11692.0,-1343.9,25544.0,29166.1
2024-03-30 22:00:00,12.4,3.38,1.63,3.38,11624.8,-1858.3,23346.1,27407.2
2024-03-30 23:00:00,1.9,3.2,-0.65,-0.55,10859.9,-2234.8,21437.7,25619.2
2024-03-31 00:00:00,1.7,1.63,-2.0,-1.66,10212.6,-3105.2,19831.8,24898.0
2024-03-31 01:00:00,1.6,0.5,-2.0,-1.99,9206.3,-4000.2,18095.6,23952.3
2024-03-31 02:00:00,1.6,0.5,-2.01,-3.33,8524.2,-3477.1,17948.1,23438.5
2024-03-31 03:00:00,6.4,0.5,-2.0,-1.9,7791.9,-3249.8,18097.8,23695.9
2024-03-31 04:00:00,26.8,0.6,-0.41,-0.31,7669.7,-2272.1,18448.4,24242.1
2024-03-31 05:00:00,386.4,0.5,-0.5,-0.51,7022.2,-1805.6,18667.5,23480.8
2024-03-31 06:00:00,1935.0,0.6,-0.4,0.0,7291.4,-2338.0,19668.0,25412.2
2024-03-31 07:00:00,4048.5,0.5,-0.05,-0.5,8030.0,-1542.0,21213.6,27251.4
2024-03-31 08:00:00,5666.3,0.5,-0.01,-0.01,8097.4,-836.7,22319.5,27098.7
2024-03-31 09:00:00,6613.4,0.4,-1.6,-0.01,10228.4,-2497.2,22758.2,30131.9
2024-03-31 10:00:00,7049.3,0.0,-0.27,0.0,10364.8,-2441.5,23020.5,29813.5
2024-03-31 11:00:00,7244.3,0.0,-1.0,0.0,9845.6,-2307.6,23560.0,29511.1
2024-03-31 12:00:00,7619.5,0.0,-1.0,0.0,9247.7,-3037.3,22840.2,29238.8
2024-03-31 13:00:00,7754.4,0.0,-1.2,-0.01,7796.8,-2707.2,22023.8,27885.2
2024-03-31 14:00:00,7650.1,0.0,-1.5,-0.01,8812.9,-3257.5,21826.6,28903.6
2024-03-31 15:00:00,6429.8,0.0,-1.51,-0.01,9724.0,-3249.0,22058.8,28733.2
2024-03-31 16:00:00,3285.8,0.0,-1.0,-1.11,12228.2,-2983.2,22914.1,29096.5
2024-03-31 17:00:00,626.4,0.0,-0.01,0.0,12770.3,-1040.9,24950.1,28915.8
2024-03-31 18:00:00,25.7,1.69,1.31,3.2,14216.8,-614.0,26635.6,30339.4
2024-03-31 19:00:00,21.2,3.2,3.1,3.2,13848.7,-659.6,25973.6,29165.2
2024-03-31 20:00:00,11.6,3.2,2.77,3.2,11942.6,-232.8,23766.1,26419.5
2024-03-31 21:00:00,11.6,1.63,0.0,3.09,11942.6,-339.2,23766.1,26419.5
2024-03-31 22:00:00,2.8,0.7,0.69,0.03,11535.2,-1748.2,21983.0,25896.6
2024-03-31 23:00:00,1.8,0.02,0.01,0.0,11195.8,-2806.0,20242.6,25437.3
2024-04-01 00:00:00,1.4,0.0,-0.9,-1.0,10189.8,-3198.3,18811.3,24080.7
2024-04-01 01:00:00,1.2,0.0,-1.0,-2.0,10060.4,-3125.0,18387.8,23723.8
2024-04-01 02:00:00,1.2,0.0,-2.0,-2.0,9445.1,-2624.8,18274.5,23088.3
2024-04-01 03:00:00,1.2,0.0,-2.0,-1.99,9792.8,-2470.1,18726.0,23580.1
2024-04-01 04:00:00,6.3,0.13,-0.05,-0.01,10863.2,-1544.9,20343.5,24894.6
2024-04-01 05:00:00,33.8,1.19,0.07,1.2,11048.9,-285.3,22652.6,25587.9
2024-04-01 06:00:00,1220.3,0.94,0.95,1.0,11202.1,-190.9,24216.6,27024.5
2024-04-01 07:00:00,4979.0,0.13,0.03,0.03,10540.2,-2463.5,24988.5,29205.6
2024-04-01 08:00:00,8678.8,0.0,0.0,-1.2,7963.8,-2758.9,24838.6,29700.3
2024-04-01 09:00:00,10550.6,0.0,-0.01,-1.0,7028.0,-3144.2,24306.2,30486.4
2024-04-01 10:00:00,11393.5,0.0,-0.05,-2.0,6216.2,-3512.0,23882.7,30304.7
2024-04-01 11:00:00,11742.4,0.0,-0.05,-1.99,6426.2,-3650.0,23582.0,30642.0
2024-04-01 12:00:00,11497.3,-0.01,-0.05,-1.0,6276.0,-3897.3,23219.2,30273.5
2024-04-01 13:00:00,11209.7,-0.01,-5.01,-2.0,5614.0,-3796.0,22217.7,29247.7
2024-04-01 14:00:00,10706.4,-0.01,-3.8,-2.0,5775.4,-3404.0,21906.3,28972.3
2024-04-01 15:00:00,9755.7,0.0,-0.05,-2.0,5833.0,-3604.0,21650.2,28294.4
2024-04-01 16:00:00,8020.8,0.0,-0.01,-1.0,7467.2,-3532.2,22944.5,29206.2
2024-04-01 17:00:00,3921.8,0.44,0.45,0.4,9768.6,-1829.0,25062.3,29097.6
2024-04-01 18:00:00,647.1,11.33,7.93,5.66,12945.5,-884.3,27887.8,31108.1
2024-04-01 19:00:00,34.1,21.43,21.43,21.43,13439.6,-32.0,30631.0,32882.0
2024-04-01 20:00:00,30.0,17.47,17.47,17.47,12351.0,-633.9,28638.5,31429.4
2024-04-01 21:00:00,13.0,12.58,6.13,7.5,11685.0,-1082.5,25775.5,28930.0
2024-04-01 22:00:00,6.7,3.6,-1.4,-0.05,10641.6,-1249.3,23770.0,26581.9
2024-04-01 23:00:00,6.3,3.25,-1.35,-0.05,9435.2,-1447.1,22049.0,24346.6
2024-04-02 00:00:00,6.1,3.25,-0.75,0.0,8701.0,-737.5,21047.4,23107.8
2024-04-02 01:00:00,6.0,1.63,-3.01,-0.5,7974.2,6.7,20534.4,22338.2
2024-04-02 02:00:00,6.0,2.0,-2.01,-0.05,7791.3,7.0,20445.0,22229.0
2024-04-02 03:00:00,7.1,3.25,-1.75,-0.05,7927.0,-15.6,21267.3,22903.7
2024-04-02 04:00:00,9.4,20.0,15.67,0.0,8021.4,-95.0,24321.7,26006.4
2024-04-02 05:00:00,44.6,35.0,35.0,35.0,8264.9,801.0,28301.9,28226.4
2024-04-02 06:00:00,1502.2,35.0,34.0,35.0,8257.0,797.0,29956.5,30267.0
2024-04-02 07:00:00,5961.8,10.02,5.0,5.02,7515.7,795.0,29923.1,31709.4
2024-04-02 08:00:00,10258.8,1.63,0.4,-0.05,6684.9,228.4,29076.0,31951.8
2024-04-02 09:00:00,11948.8,0.44,0.0,0.0,6733.2,-762.7,28032.6,32417.8
2024-04-02 10:00:00,12786.4,0.44,0.0,0.0,7166.1,-975.5,28525.7,32945.8
2024-04-02 11:00:00,11247.0,0.01,-0.01,0.0,6114.6,557.3,28165.9,30317.6
2024-04-02 12:00:00,11012.3,0.0,-2.01,0.0,6164.8,232.0,27484.2,30210.1
2024-04-02 13:00:00,10205.9,0.0,-2.0,0.0,6756.6,275.9,27337.0,30199.4
2024-04-02 14:00:00,9559.0,0.01,-0.59,0.0,7982.7,-398.9,26952.4,30408.0
2024-04-02 15:00:00,8713.5,0.94,0.65,0.94,8995.0,-916.8,27541.6,30836.0
2024-04-02 16:00:00,6224.2,2.77,1.68,2.67,9704.9,427.4,28185.4,30039.6
2024-04-02 17:00:00,2737.2,8.69,5.29,7.69,11247.1,55.3,29262.5,31138.5
2024-04-02 18:00:00,474.0,34.9,32.9,31.9,12062.6,255.0,31871.5,33356.9
2024-04-02 19:00:00,12.1,35.0,33.0,30.0,12477.2,559.0,33368.4,34189.4
2024-04-02 20:00:00,10.6,29.6,28.59,27.49,11330.9,89.3,30132.0,31341.7
2024-04-02 21:00:00,13.0,5.0,0.01,5.0,11284.6,-711.6,27197.0,29021.6
2024-04-02 22:00:00,1.4,3.25,2.22,3.25,11496.2,-1211.6,25046.0,27262.9
2024-04-02 23:00:00,1.2,1.68,0.15,1.68,10284.2,-1068.8,23457.5,25716.4
2024-04-03 00:00:00,1.1,1.35,0.15,1.35,10815.4,-1469.5,22332.7,25392.0
2024-04-03 01:00:00,0.9,1.0,-0.55,1.0,9811.8,-1012.8,21798.4,24514.8
2024-04-03 02:00:00,0.9,0.09,-1.65,0.0,10026.0,-1473.3,21543.4,24483.2
2024-04-03 03:00:00,0.8,1.0,-0.97,1.0,10008.8,-1192.6,22256.6,25021.7
2024-04-03 04:00:00,5.7,3.25,0.95,3.25,10028.4,-731.8,25148.9,27123.2
2024-04-03 05:00:00,36.7,28.07,23.07,22.0,9595.7,263.6,28680.7,29105.6
2024-04-03 06:00:00,1428.9,34.9,27.08,29.9,9253.9,409.0,30394.4,30372.8
2024-04-03 07:00:00,5853.6,5.5,1.51,5.5,8700.4,-659.1,30329.8,32128.2
2024-04-03 08:00:00,10164.4,2.0,0.0,2.0,7607.6,-1386.3,29603.6,32178.6
2024-04-03 09:00:00,13329.3,0.44,-2.46,0.43,7239.4,-2642.9,28681.1,34244.3
2024-04-03 10:00:00,14706.0,0.0,-4.69,-0.01,6942.9,-3998.9,27882.8,35570.9
2024-04-03 11:00:00,14384.5,0.0,-6.47,-4.5,6230.1,-3576.1,27523.3,34573.5
2024-04-03 12:00:00,14413.9,0.0,-5.67,-4.5,6073.7,-3548.5,27196.6,34582.4
2024-04-03 13:00:00,13586.9,0.0,-6.47,-5.0,5135.4,-2850.5,26176.1,32782.5
2024-04-03 14:00:00,12721.0,0.0,-5.0,-5.0,4265.2,-2466.7,25405.7,31129.6
2024-04-03 15:00:00,11633.0,0.0,-5.0,-3.89,4350.2,-3067.4,25345.2,30454.6
2024-04-03 16:00:00,9368.1,0.4,-2.0,0.0,4948.6,-2299.2,26116.8,30059.3
2024-04-03 17:00:00,5119.1,6.76,3.76,3.56,5805.8,-2839.8,27694.4,31403.6
2024-04-03 18:00:00,808.1,35.0,29.9,30.0,6417.5,1371.9,30239.8,29526.4
2024-04-03 19:00:00,11.2,35.0,30.5,30.6,7137.8,2669.5,31851.4,29715.4
2024-04-03 20:00:00,9.7,31.62,25.6,25.0,6857.2,829.5,29301.8,28985.0
2024-04-03 21:00:00,25.5,25.43,21.11,20.45,7182.5,-1455.3,26433.8,28464.1
2024-04-03 22:00:00,6.7,2.6,0.01,0.5,6639.7,119.6,24459.3,25255.2
2024-04-03 23:00:00,6.4,0.44,-0.85,-2.0,6001.8,440.8,22908.7,23506.2
2024-04-04 00:00:00,6.6,3.25,0.75,0.5,6958.9,-1645.4,22008.4,24691.3
2024-04-04 01:00:00,5.9,4.99,1.98,0.5,6733.1,-1662.8,21620.2,24577.0
2024-04-04 02:00:00,5.9,3.25,0.3,0.5,6362.4,-1104.4,21738.7,24049.6
2024-04-04 03:00:00,6.2,3.25,0.04,0.0,6186.3,-488.3,22320.4,24067.0
2024-04-04 04:00:00,6.0,3.25,0.0,1.25,5586.5,1253.9,24968.7,25060.2
2024-04-04 05:00:00,29.8,11.19,11.19,11.0,5980.4,2472.2,28524.3,26927.1
2024-04-04 06:00:00,2134.3,13.47,20.0,14.47,5872.2,2515.6,29936.1,28908.4
2024-04-04 07:00:00,8406.5,3.74,8.34,3.77,5344.6,754.7,29507.4,31225.7
2024-04-04 08:00:00,13022.7,0.44,0.44,-0.56,3988.0,-2737.3,28464.0,32547.5
2024-04-04 09:00:00,14472.6,0.0,-0.77,0.0,3652.9,-2806.9,27504.9,32917.2
2024-04-04 10:00:00,14298.0,0.0,-0.77,-1.57,2852.1,-2296.5,26801.3,31855.3
2024-04-04 11:00:00,13745.7,0.0,-3.0,-3.0,2141.3,-1275.4,25914.5,30418.8
2024-04-04 12:00:00,13578.9,0.0,-5.01,-3.01,2130.3,-889.0,25249.7,30186.6
2024-04-04 13:00:00,13723.2,0.0,-5.0,-3.0,2714.8,-3347.9,24772.7,30977.5
2024-04-04 14:00:00,13180.1,0.0,-3.86,-3.01,3347.5,-3449.5,24680.8,31160.7
2024-04-04 15:00:00,12522.6,0.0,-4.99,-4.01,4446.9,-3661.9,25403.8,32099.6
2024-04-04 16:00:00,9884.8,0.0,-0.77,-4.98,5653.3,-2283.9,26207.0,32184.3
2024-04-04 17:00:00,4729.5,3.25,3.25,0.5,6807.8,-1118.2,27906.0,31146.1
2024-04-04 18:00:00,758.8,10.0,10.0,9.99,8938.2,-603.0,30195.5,32403.8
2024-04-04 19:00:00,41.6,25.0,25.0,24.99,10507.6,-266.2,31658.1,33164.6
2024-04-04 20:00:00,21.8,4.6,4.61,4.6,10024.4,-631.0,29195.6,31350.9
2024-04-04 21:00:00,10.3,3.25,3.25,1.25,9704.1,-961.4,26133.5,28273.3
2024-04-04 22:00:00,6.2,0.44,0.0,0.44,8516.2,-845.5,24452.6,26266.0
2024-04-04 23:00:00,6.2,0.48,0.0,0.72,8980.6,-477.0,23002.7,24557.5
2024-04-05 00:00:00,5.9,0.01,0.0,0.01,8278.1,-570.3,22082.7,23500.8
2024-04-05 01:00:00,5.9,0.0,-0.01,0.0,7194.0,-1224.7,21268.3,23609.3
2024-04-05 02:00:00,6.1,0.0,-0.01,0.0,7226.8,-1273.0,21268.6,23654.8
2024-04-05 03:00:00,5.1,0.0,0.0,0.0,7259.1,-536.1,22092.1,23687.1
2024-04-05 04:00:00,15.0,0.4,0.0,0.0,7576.8,-438.6,24529.8,25699.7
2024-04-05 05:00:00,34.4,3.25,3.25,3.25,8936.5,421.7,27885.4,28584.0
2024-04-05 06:00:00,1976.3,2.97,3.25,3.25,8633.0,736.0,29434.1,30400.7
2024-04-05 07:00:00,7225.7,0.0,0.0,0.0,6672.7,-750.8,29112.9,31355.0
2024-04-05 08:00:00,12050.4,0.0,-5.0,-1.6,5955.7,-2388.4,28458.1,33180.3
2024-04-05 09:00:00,13996.8,0.0,-5.0,-1.6,5363.0,-3058.0,27675.6,33745.9
